tweet index	tweet	label
1045	pengen join trend how i dress in rl tapi sadar aing ga biasa ngerekam outfit😔	0
1046	USER Semangat ka jam segitu emang lagi sengit sengit nya vote sih.. vote sama jurig 🤣	0
1047	USER jd inget cerita kamu berpapasan sm jurig wkwkwkkwkwk	0
1048	fakmen wini sekali hap tuh ABIS SEABIS ABISNYA SAMA AING	0
1049	USER katanya kalau begini ada jurig kak	0
1050	uda ma ngambil roko aing pake make up aing skin care aing trs ga di beresin lg eh pake baju baru aing, pas ditegur jwpn nya ky knjut, pokonya bnyk bgt deh anj cerita dia yg kelakuannya ky kanjut😄👍🏻	1
1051	Gol dianulir emang eta wasit bener offside, tapi pemaen jadi bareunang mental geus teu bener weh maen teh katambah aya nu dibeureum, eta dikuning hungkul ge cukup da ngabuang heula bola ngan si kanjut na weh hayang ngasaan weh dicentang ku sapatu pul.	1
1052	USER Wkwkw akun aing 37k bang sempet kepotong beberapa bulan pake appl3 music kalo ga pasti yakin udh ratusan ribu menit karna kayak gabisa hidup ga dengerin lagu✋🥲	0
1053	Rumus dasar matimatik mitosna nyiuman gbr cangcut ditembok kanjut teba2kan ngitung bulu kanjut hukum dasar hirup kahirupan mitosna ngaji gong ngajangjian ngabujuran ngaratap menadahkan tangan menta ijabsah kahareup gong gongan jangji sumpah nazar sorangan modar dikelonan dibadari	0
1054	Siapa yang kecewa tapi idol lu kehed si ah https://t.co/oKr6B3K2T3	1
1055	USER jujur, tahun kemarin berdua nonton netflix sama kakak ipar, bingung mau nonton apa terus lupa kenapa ada high&amp low dan kakak ipar nanya kita udah nonton ini belom?" karena merasa belom jadilah nonton high &amp low the worst, aing suka murayama terus kakak ipar suka tsukasa—"	0
1056	USER WKAKKAKAKAKKAKAKA YAWLOH ABIAN DI SANGKA JURIG 😭😭 Emang mas asel mah aya aya wae ih 😭	0
1057	USER Biar apa pasang di tengah hutan,biar jurig yg nyoblos	0
1058	USER Warisan 11nya yang ditinggalkan bapak gue yang bikin bangga tidak lain dan tidak bukan adalah hanya kanjut badag.	0
1059	Liat postingan org indo terkait nyamuk wolbachia. Gelo orang indo tolol banget. Orang mah udah tolol tuh minimal belajar dan baca ya, ini udah tolol sok iye dan sok pinter. Aturan nyamuk wolbachia gausah disebar aja sekalian untuk mengurangi populasi org2 kek gini.	1
1060	USER Yah wkwkwm gw malah besti ama jurig 💀	0
1061	USER Gak ada horornya kerto mah. Jalan jam berapa aja juga aman,apalagi makan di warmindo jurig dinihari😂	0
1062	Aing ke orang yg ujian offline masih aja nyontek	0
1063	USER USER BUZZER TOLOL !!! ngapain bawa2 orang yg udh meninggal !!! sia baheula ngebela2 JOKOWI, ayeuna balik nyerang sampe keluarga na ! kudu namah maneh nu lewih nyaho ai nanyakeun nu kitu mh 10 taun ngebela Jokowi,malikan nanya ! beki kadeuleu sia th cuma BUZZER !!! KEHED MANEH !	1
1064	Koplok ini nyamuk ga kira-kira kalo ngegigit masa dia gigit jidat gue sekarang BENTOL GEDE....	0
1065	USER USER USER Sebenernya doi paham gak sih yang dari awal mob mentality sape? Ni ciwi-ciwi dikataiin “fatherless” dalam term derogatory kagak marah, yang ada Orei sedih. Orei gak mau ribut dihapus cuitannya, lah sama si kehed ini malah di-SS terus digoreng lagi.   Tapi yah serah lu dah.	0
1066	Gaya lu gara2 gw open voice terus ketauan gw cewek, lgsg ngomong gas entot gas wntot kek laku aja asw. Hilih kek bisa aja dapetin cewek buat dientt, menang aja sulid sia kehed WKWKWKWKWK	1
1067	USER Kecurangan STM sudah nampak jelas : Sistemnya diubah, Terstruktur dengan penggunaan alat negara, Masif dengan kekuatan uang yg tak terbatas. Babeh Aing Gitu Loh, hehe	1
1068	ANJIRR IT'S YOU NYA WOOSANSANG PARAH WOYYY SAMPE PUSING AING WADUH🥵🫠😳	0
1069	Si tolil ini kek ga pernah ngefans aja segala ngatain orang, minimal ngaca belegug knetz	1
1070	Huhu monangis suka bet anjir datang lewat mimpi masa mimpinya aku mau lamaran sams si S wkwk Tgl 16 ceuna anjif nih mimpi lama lama aing Aamiin daaa biar kenyataan 😭	0
1071	Emang bener kata jeff orang orang kayak kanjut	1
1072	+ the one and only pomofocus, ini pasti kalian semua udah tau, ini ngebantu bgt buat gue blocking time sehari hari walaupun masih sering miss lanjut doin some shitty procrastination kanjut, tapi tips dari gue ada sebenernya https://t.co/Ts2iEGdQuF	0
1073	APA CAKEPNYA SIH ANIME ITU ANJG BANGSAT CUMA GAMBAR TAI TP KOK KEK GW KESEL BANGET KEHED GW TAU AGAK GA WARAS CEMBURU SAMA GAMVAR TP COBA LU RASAIN JD GW ANJGJSISBSIWWWIWH GW KESEL BANGET NGENTOT	1
1074	Rahmi kelakuan lu hari ini ada ada aja dah asli gelo pisan	1
1075	Dipaksa maklumin kata kata kasar nya orang yang sakit mental, dikira ngatain benda mati kali ya, dipikir aing teh ga punya heart?	1
1076	USER blio ini bukan engene, tapi nanyaiin kita emang tau sexuality nya hiseng? YEH KOPLOK lu nanya kaya gitu aja udah aneh, pertanyaan yang ga perlu di pertanyakan karna itu privasi lah, idol ga pantes di lecehin pake konten berlebihan sama fans terlepas idol nya str8/ga str8	1
1077	USER GWEH UDAH SEDIH² YA SUKMA KOPLOK MALAH SIA PAKE STIKER ITU AUTO NGABRUT AING😭😭😭	0
1078	Kak kanjut tuh selama ini artinya bukan kancut?????? aku non-sunda sotoy selama ini suka pake kata kanjut buat me… — AJAKSKSKSKKSKSKDKDD ANON MAAF INI SALAH TAPI LUCU… plis di masa depan jgn menggunakan kata itu lg sbg pengganti k… https://t.co/JxoQ2LKMtP	0
1079	USER USER Knapa ga lu urusn anak lu aja jangkar kehed..	0
1080	spa yg mau jokiin KOL aing di fourcs	0
1081	USER Monyet teh sia Israel. Dasar jurig	1
1082	Film thai pertama yg gw tonton, teteh gw yang beli aneh banget malah beli kaset jurig thai	0
1083	Aing klo udh kaya raya pasti ikut invest jg sih. Menjanjikan ini tuhh	0
1084	USER Iya sumpah. Aing mau buru buru libur	0
1085	USER Ngeselin deh asli murid2 shizun yg paling bener cuman meng er si burung merak. Yang satu modal kanjut 25+cm satunya lagi modal muka cantik, tapi otaknya sama2 kopong dan jahat nyusahin hidup chu wanning🥲	1
1086	doa gue di akhir bulan dan buat awal bulan sampe akhir bulan lagi, semoga gaada yang pinjem duit ke gue anying kehed, minjem doang dibalikin kaga monyett fak lah kata aing teh	1
1087	USER USER USER USER pdhl dlu jg bp ga di treat sebagus idol lo yg bru debut itu jing, gausa sotau dah lu, instan instan, koplok	1
1088	kanjut itu apasii anjir gue ga ngertii	0
1089	USER maksudnya kl lu temen gw, lu bakal cantik kehed. kooo gitu si😭	0
1090	Kerenn capt Fisik ente emang  Padahal mineng dibndringan ,maen press,mundur maju  Terkadang pikeseleun kehed tehh	0
1091	di ttt series ini chaeyoung aura bocilnya keluar bgt sukakkkk🫠✊🏻 emg bias aing ga jauh jauh dari perbocilan duniawi	0
1092	USER gw pernah ngejajanin bocah peminta minta, gw suru masuk minimarket, gw suru ambil jajanan yang dia pengen, eh si koplok ngambil nya nextar, goodtime, susu kaleng, pokoknya tuh semua abis hampir 150rb, brengsek sekali jajan 150rb bajirut gw aja gapernah jajan segitu	0
1093	Yee runtah lgbt mah ceburin ke laut aja anying	1
1094	USER YAA KAPAN AING GABUT INI DIRUMAH	0
1095	Klian tau gk aku paling bucin edan sama KHAOTUNG. Aku pernah sampai ada di titik lagi jalan pulang sekolah hujan gede, sepatu basah, banyak pr tapi tiba tiba keinget senyum khaotung langsung kesurupan jurig edan dimana aku jalan pulsek hampir 2 kilo kerasa cuma 200 meter bjir :v	0
1096	Udah ga keitung berapa kali hari ini gw ngomong kontol anjing dan kehed	0
1097	USER Geus bener ente mah Min. Tong didenge lah si kehed teh!	1
1098	USER wildan &amp; akbar rujit goblog ah saria. ai emang garede kawani mah ka lalaki atuh goblog eta era ku kanjut	1
1099	Bentar lagi aku upload kelakuan si iki dengan jurig part 3	0
1100	USER Anak jurig lu mah 😀	1
1101	USER Apa kabar gw. Cakep kagak, kanjut pas-pasan. Duit ya gitu deh.   Makanya cukup bahagia lihat b*k3p Twitter aja deh	0
1102	lah lebok anying nyebar berita hoax dari tim sponsorship fsac wkwkwkw	0
1103	koplok si lala anjing main aja lu sama dipsy tingky wingky poo	1
1104	USER kayaknya saking jeleknya mirip jurig yang suka ngejar abis magrib 🤔	1
1105	Meanwhile gue sama sekumpulan anak jurig https://t.co/5ufDPn3qm5	0
1106	USER Anjing ini anak setan babi pukimak iblis jurig jarian....Apa lagi gaes yg pantas di sebutin buat pembunuh ini	1
1107	USER yauda berdua aja mau ga? 🥹 gua tuh gapengen banyak org gtu tp sendiri juga takut jurig haha	0
1108	Aku kan pengen jajan EDT Viva varian melati. Tapi, malah Nemu komen gini..Bjiir... aing siga jurig kitu? Pak Didi, masa gini?! #racunparfum #racunbelanja https://t.co/JEEY86Z0l8	0
1109	USER aing mah tim yg solat aja udh alhamdulillah🙏🏻	0
1110	Mun modar anying. Dasar runtah	1
1111	USER Kalo dapet tiket yoasobi aing GA	0
1112	USER USER USER ini panglimanya. Aing sih ikut kata panglima aj🙇‍♂️🙇‍♂️	0
1113	Eh koplok bat gue, salah akun 😭 mon maap malah ngerusuh gaje	0
1114	Dengan benefit yang gak jauh beda antara Pasific sama atlantic dan lu ttp bangga narok harga 4,8jt? Gelo pisan	0
1115	Yaelah firgi firgi lu bacot banget sotoy. Kesel bacanya. Akun gede tapi koplok gitu dah	1
1116	UJAN AJA YANG DERES JANGAN BERENTI LAGI EMOSI AING	0
1117	USER USER Ga usah mulai mulai lu kehed 😂	1
1118	USER Pengen banget gw nyetubuhin lu min... anjing emang ngenatungin kanjut gw d  jilat kagak ah.. mana terusannya	1
1119	Lemah bat gw di Lembang ni, mesti mandi pake air anget:(...... Terkuat anjj Trisna, nya hujan badag kehed teh bagong	0
1120	Sangat minim air, listrik, makanan, internet, bahan bakar. The real neraka dunia dan si jurig yg menyiptakannya. Siap siap ya jurig ntar lu satu per satu metong terus jadi jurig bakar	0
1121	USER Udh pernah itu mah, lebok yg blm pernah mah	0
1122	USER Itu yg diharapkan saya sebagai rakyat, SOK MUN PARA CALON BERESIH TINA NGAGARONG Pasti DIPARILIH KEUREUT JEUJEUWIR AING	1
1123	Ih gelo pisan gw gakuat taehyung namjoon yaallah badan lu udh kaya akpol	0
1124	gelo ya unity jakarta tax nya udh mau sejuta sendiri coy wkwkwk ga ikhlas gue kl taxnya buat dibeliin rubicon WKWKWK smoga lgsg peretelan sama ban nya kempes mulu😇	0
1125	USER Ah lu ntr kehilangan bru kerasa enteng bner ngetik ngatain koplok	0
1126	USER kenapa harus pas kanjut sih typonya merusak suasana 😭	0
1127	Reppnya ngapa pada nyalahin dah, bakso yang umum itu bakso sapi, gue aja baru tau kalo ada baso babi. Jangankan bakso babi bakso sapi biasa juga kalo lagi rame ramenya cindo juga banyak ya kehed. Ga mesti disana banyak cindo terus isinya babi.  Muka lu kek babi emosi bacanya.	0
1128	USER Pernah si ngalamin 12 pro aing padahal katanya uda ip68 .. kemasukan air dikit face id nya rusak wkwk	0
1129	USER Baru ngeh ada JELETOT aing jiga cipak koceak	0
1130	USER lu punya utang sama gw koplok	0
1131	USER coba pap dulu siapa tau aing naksir	0
1132	USER USER Awan apa bor ini aing kelaperan 😭	0
1133	Jangan lupa nonton jurig malem nya seventeen yhh https://t.co/xMY9qpgtYb	0
1134	euy di dada aing tiba tiba ada gunung krakatau, kalo di pencet takut meledak sebadan badan	0
1135	ngegame aja pake morse bjir, untung aing pernah jadi naks kambil😋 https://t.co/e0Gt0fNUBd	0
1136	Astagfirullah. Tokoh yg gue reka di novel gue seneng banget ngomong tobrut, kanjut, tempik 🗿	0
1137	USER USER USER Betull mang, eta jurig resep pisan kanu bundir, tong boroning jelemana, tempat na wae waduhhh kudu di rombak NU urut bundir mah. Emang tipu daya jeng godaan na berat pisann. Sholat nu oang penting na kanggo tameng	0
1138	tmn ku di unsoed kena ukt 20jt, kata gue teh gelo pisan	0
1139	Keluarga dari mamah naha pikasebeleun kabeh nya	0
1140	USER anjir winter aing sender aneh banget faklah	0
1141	USER Anies dan Ganjar di laporkan ke Bawaslu tuduhan menyerang prabowo secara personal dan memaksa Prabowo membuka data pertahanan Emng dasar belegug pendukung si Wowo 🤣😁	1
1142	jangan ngarep ke aing, aing juga sama tempatnya kecewa	0
1143	Si kasep gini siapa yang bunuh? jurig tah?" Sehun pun memanggil Chanyeol ke tkp dan memberitahu kepada Pak RT."	0
1144	USER USER USER baru aing mau tag itu org	0
1145	Wkwk benerrr pada tinggi, pinter rawat diri, tapi rada boloho terus mannernya kureng bgt 🫠	1
1146	Gakpoooooo 🤭🤭🤭 Anjay baru 15 menit udh dua gol LIVERPOOL aing	0
1147	Tiba tiba si kehed pajero putih plat b nyelonong masuk parkir di samping mobil gue yg bikin sisi kiri mobil ga bisa buka pintu. Ribet dong gue mana bawa anak pula dan adik adik gue.	0
1148	USER Gw yg belajar jurnalistik hadehh liat ini koplok banget media sama jurnalis nya sama aja,gak semestinya itu liputan kaya begitu	0
1149	Ini lampu kapan nyala sih anjir, aing mau tidur iniiii😭	0
1150	USER lu mh koplok dikasih duit segepok sama mafia itu nanti juga lu kicep malah dukung goblok lu mh	1
1151	USER da sebenernya ga akan jadi panjang dan besar kalo ga diwaro anjir asli deh anggap aja orang julid tapi depan beungeut gitu kan yah😭	0
1152	Hayang jajan 🖐😋🤚, meski harga kyk kanjut gw ttp trabas. Big credit to USER thanks abissss 🫶🫡 https://t.co/YGiABXc82G	0
1153	USER masih memegang tahta tertinggi 3 kata lucu : beungeut sia hurung	1
1154	Fans win lagi yg di salahin 😂 padahal aing juga kaga peduli brightgulf mau berlayar kek, mau kayang kek, mau cipokan kek, sok atuh waktu dan tempat di persilahkan ☺	0
1155	Yaahh.....akun Jurig " kena susp permnaen kyknya 😩 Tambah lagi yg tumbang 🤕🤕"	0
1156	USER Ga ada jasa santet gitu? Ke anjir mereka bilang kita suka bully, tapi mereka ga ngaca, gw kasih kaca segede gaban juga ya  biar pada ngaca, koplok!!!	1
1157	Dad: tiap jam 4 pagi TV nyala sendiri" Me: "timernya kali" Dad: "No, ga dinyalain" Me: "fix, jurig eta mah" Dad: "eeee... lain!!""	0
1158	udah berusaha ngajak baikan,udah buat tweet permintaan maaf, ga mulai sindir- sindiran, udah berusaha ngelurusin, udah kasi bukti nyata siapa yang nyindir duluan, tapi kalau masih salah, yaudah, ga bisa ngomong lagi berarti udah orientasi dia nya aja jelek ke aing	0
1159	USER Apalagi ada yg bilang gak laku di asia 😭 heh jurig anda mending buka survey seberapa banyak army dan fans fandom kalian di asia 😭🙏	0
1160	Gila, Tian-Farah temen gw emang, gas trus, gelo pisan emng shafa klo berulah	0
1161	USER Kalo Afrika sih gw percaya² aja soalnya kanjut orang disana gede-gedean	0
1162	USER USER Bawa2 Allah , konteks beda, dasar belegug, yg mesti suruh inget elo , dgn kelakuan elo , ingat jejak digital masih berseliweran	1
1163	USER USER FUCK YOU DIAM NGAPA ANYING GANGGU MULU SIA KOPLOK 👺	1
1164	USER USER emang menang se kanjut eta 😭😭😭😭😭😭	0
1165	Sumpah aing nafas doang kayak orang ngorok	0
1166	USER Bdg di sosmed adl romantisasi, aslina mah geus pada pikasebeleun	0
1167	Gw beneran nangis njir, soalnya ini sport anime yg gw suka banget dan akhirnya lanjut😭, semoga manganya juga lanjut😔 tapi udha bersyukur animenya kanjut	0
1168	USER aing mau deh, walaupun gatau ada taeyong apa engga. ah ajg	0
1169	Semalem nontonin MV paul gaada yg bikin aku ngakak kek mana. Bnran dari awal langsung Kek Woy Aing bangga bgt sm maneh ih" trus makin di tonton penuh makna bgt. Ga bosen, dan gak akan pernah bosen nontoninnya. https://t.co/cLrZwdPDgn #BernafaslahSejenakNyomanPaul #1stNyomanPaul"	0
1170	mendengarkan lagu the smiths adalah obat untuk aing saat ini	0
1171	USER kata orang sunda mah ini lulun samak" atau jurig jarian"	0
1172	USER Dasar si borokok goblog sia teh dipodaran ku aing mun panggih di warung	1
1173	pagi begini lewat fyp monyet aing ngakak bgt maaff😭😭😭 https://t.co/Tq3HuqLp4r	0
1174	USER Indonesia itu beragam suku dan budaya...lu ini framing kayak org gak sekolah..jangan paksa org papua, dayak,batak,baduy sama kehendak lu...kehed sia.	1
1175	USER USER USER Tai lah ngaku agama islam kalah ga legowo agama apa yg lu anut koplok kalah mah ya kalah aja hidup udah merasa paling bener dasar g*b*l*g	1
1176	Apa ya, kaya ya artinya kalo ada yang bilang "sia kehed" kurang lebih kaya ngatain "kontol lu" GITUUUU	0
1177	USER sumpah aing gangerti knp mane bs smpe kek gt ajg	0
1178	USER USER Aaaaaa dasar kuya batok,,, 🤣🤣🤣 belegug k totoloyo nu kitu teh https://t.co/TI7YXuSLoH	0
1179	USER USER bukan, emang hobi follow stranger yang berhubungan sama si Nan kehed	0
1180	GUE GA KANGEN SEKOLAH SAMSEK ANJEEENGGGGG MAu NANGDI TAIIII YA ALLAAAAHHHHH TOLONGGG ini sangat amat kanjut, hidup gini amat. https://t.co/YSOz6cBTr1	0
1181	Emg sia mau ngerti aing sekolah sambil cari duit sana sini? Emg sia mau ngerti aing plng kerja lngsng kuliah? Emg sia mau ngerti aing hrs bayar keperluan rumah, sekolah adik aing? Sia ngapain? Tidur makan tidur makan, beban.	0
1182	USER kanjut = ga semua orang ngerti artinya, yg atas terlalu frontal dan semua orng tw 😁😁😁	0
1183	USER Gw ngikutin kedua nya, jkt iya, streamer iya. menurut gw lu goblok, udah adem ayem malah lu bakar lagi, kehed sia	1
1184	salah lu elon, sbnernya aing mermet https://t.co/JbmtfpwslI	0
1185	USER SO ASIK BANGSAT!!!!!!!!! AING LEMPAR JUGA ITU PIRING KE MUKA TU COWO	1
1186	GW PRNAH SMA SI TITA ANY &amp GW GSDAR DEMI APAPUN PAS SMPE PARKIRAN DIA CENGANGAS CENGENGES NANYAIN TA, HP TETA MNA?" AING LNGSNG GEMPER &amp LRI KE KLAS EH GDA SMPE NANGIS, DNGAN WATADOS DIA NGELUARIN HP GW DRI SAKU ROK SMBIL BLNG "NAHA ATUH BEUT TEU NGEUH ABI NYUMPUTKEN" FAK MENNN"	0
1187	USER swagger aing dah nyala btw tapi endpointnya bisa jadi ganti	0
1188	Aslinya kadang mau buat akun baru, isinya pure suatu topik + pake persona baru... TAPI AING DIMANA2 NGEREOG EVEN IN PRIVATE I CANT KEEP MY MAUNG INSIDE MEHH	0
1189	USER Gamau duaduanya anjir ? Gw perna dideketin yang pede mampus trs SELF CENTERED najis dia act as if gw mau sama dia oncom padahal kagak. Yang ada gw muntah. Mana pas ditolak dua kali dia masih kekeuh banget koplok untung ga sampe ky adi	0
1190	Setelah direnov 6 M, jadi koplok	0
1191	"Jadi, setelah melewati era vocal drill dan era membuka hati, kita memasuki era bolot 😭 alias lu bedua ciuman aja susah bener dasar kura2 bagong dan meng garong 😭" - Blegug emang kame-chan, vocal coach tp bolot -Choji 🐯- #tellonym  https://t.co/uRCKhgnDAH	0
1192	USER Sho : dasar anying bocah blegug	1
1193	TAU KESEL BANGET MASA PAGI INI BARU DIKASIH INFO HARI INI UJIAN BENKYOU JAM 9, AING KAN BARU BANGUN ANJINGGGGGG	0
1194	USER 🤮🤮 dia dating mek gak ngerugiin org lain dasar blegug dh 2024 idol pacaran masih disaltyin	0
1195	Kata ak teh zalina babiiii lebok sia onyet	1
1196	USER lah gue kira td lu heh in gue pas ngomong kehed	0
1197	Lagu Runtah enak banget ya 😫 gue bisa joget 24 jam kalo disetel lagu itu	0
1198	USER skrg temennya bukan bajak laut ya tapi jurig	0
1199	kenapa yah anjirr ke aing ngerasa kenapa gituuu	0
1200	Masih sakit loh tangan aing 😞😞	0
1201	USER USER USER Memed tukang block tapi nuduh org lain cemen wkwkkwkwk dasar kehed kemed	1
1202	kesel sumpah kek sesusah itukah buat suka ot8? i mean, it's okay if you're a solo stan but shut your mf mouth and don't ever talk shitty about the other members. minimal ngaca tah beungeut sia hurung.	1
1203	USER USER si ujang kehed, lu nyalain AC 24/7 ya sama aja lu jg nyumbang buat pemanasan global. lu pikir listrik buat nyalain ac pake bahan bakar apaan? ya batubara lah ujang.	0
1204	Lah baru tau ada anime voli selain haikyuu, tapi kok geuleuh grafisna blushing wae beungeut pemaenna siga humu 🤣🤣🤣	1
1205	Rip bokong aing yg abis jtoh dari tangga😔🔞	0
1206	USER siaaaaal ngakak cuma gara2 sungut bebeledagan 😭	0
1207	Hakan anjing, Bongan Saha lalawora dijalan ai prak na geus udag warga mah mewek koplok	1
1208	USER tp klo ada jurig ga mau ah wkwkwkw	0
1209	ini jurig di gonjiam bukan si anjg gue kira hyun kirim pap bangke 😭	0
1210	USER Goblog si ieu bener bener kandel kulit kanjut mararodar sararia kabeh setan!	1
1211	koplok bgt ada jg elu yg miskin saaa nusaaaa malu saaaaa ngatain yg minjemin duit ke lu miskin	1
