tweet index	tweet	label
1019	USER Agama itu spt Candu yg efeknya lupadiri Diberi saran agar hidup sehat malah marah2 &amp nuduh penistaan, Pe Ka i, dlsb Padahal obat candu itu banyak &amp mudah ditemukan spt seni suara, seni tari dll Candu emg bikin orang Bingung, linglung, gemblung ☺😂😘 https://t.co/Q0X9nMCfqh	0
1020	Pingin nikahin yang spek begini tapi kelakuan anda para boyo seperti asu kirik dog	1
1021	Dia ngetik begini di qrt tweet yang nunjukin data, lu pikir prediksi dapet data dari mana? lambe mu?	1
1022	USER Lebih kentel kan kalo bangsat apalagi asyuu😭 klo jancok nih kga biasa buat misuh 😭 soalnya klo manggil besti gue pke cok	0
1023	Dasar pekok bin goblok, ngenget jangan nganti gosong. Malah ditinggal garap gawean 😭😭😭	1
1024	Jancok emng dasar hp kentang problem nya kalo ga memo penuh ya keriset 😭😭😭😭😭	0
1025	W KALAU JADI YUUJI UDAH BLG MAHITO ANJING LO KONTOL BANGSAT NGENTOOTTTT	1
1026	USER USER USER USER USER USER Ada yang ngekor yang mecla mencle cangkeme pun juga ada ndro🤣 https://t.co/NkDWwQ2axt	1
1027	USER Yup kalo gemblung tuh gila	0
1028	infokan lagi trip seperti ini walaupun naik turunnya macet banget jancok https://t.co/AOFUNci85s	0
1029	BAYANGIN TD UDAH NGERJAIN 65 SOAL, TRS DIRUMAH LANJUT 25 SOAL GENDENG TOTAL SEJARAH HARI INI 90 SOAL COOO NGOTAK DIKIT.	0
1030	eh telek join lewat web gabisa cek usn jd hanya berpengang sm total stream, kalo naik brrti aman, lah ini 2 2 nya kaga bisaa trus aku gudu pieeeeeeee, user andro join lewat apk msal dah off air ttp di ch yg ditempatin kaga bakal kelempar otomatis, harus mandiri mindahin😭😭☝	0
1031	becky gak pernah pura pura menjadi queer.dan setidaknya becky gak pernah ngejek lesbian gak kayak freen. bukan lesbi kok ngebuat bercandaan soal lesbian. dasar artis pekok 🤡	1
1032	YANG BUAT SESUKA HATI TU SIAPA JANCOK???!!! KAN UDAH DIBILANG BARU PERTAMA BUAT, BELUM BEGITU PAHAM MASIIIIHHH LA JUGA DIBILANG MAIN SESUKA HATI.. DASAR!!!!!	1
1033	Udah lh rapat pagi , titipan dari taksi blom datang , llu ndk bisa tidur eh asu lah	0
1034	USER Berarti ras eropa itu memang parasit. Dia datang dan memusnahkan penduduk aslinya. Dari semua ini musuh bersama kita sama yaitu Zionis, Mamarica, dan Silit Global	1
1035	Klo kemaren si asu ini ga ngehate jy hanya karena berdiri ga bakal enjin marah2 kyk sekarang mungkin kita akan anggap ini kejadian yang lucu tapi kenyataannya enggak kan, trus setelah kalian ngata ngatain malah jy yg minta maaf 🙂	0
1036	USER Kalo ini yg Jancok mocca	1
1037	USER Ogah loa ja dat Bodat 😁😁 cuma kirik Keturunan Gurun Ngacengan apa yg dibanggakan 🤣🤣🤣 https://t.co/MMcynNKTHm	1
1038	Kalau denger waluh kukus emosiku langsung memuncak inget ke si Yati ASU	0
1039	*tutt tutt berdering* 👩🏼‍🦳: halo siapa ya? 👧🏻: aku? Aku adlh ANAK KECIL YG TERJEBAK Dİ TUBUH ORG DEWASA 👩🏼‍🦳: hoo cah gemblung *terputus* 👧🏻: halo buk halo anak mu ki loh kentekan bengsin… tuloooong https://t.co/EVDZPsVjua	0
1040	USER Ya kl org rendahan kek aq mgkn Pantas bkin2 hal2 receh. Msa Iya skelas FX RUDYATMO itu bikin2 hal2 pekok bgitu,HY KRN MARAH DG PAK JKW. Ya akhirnya rame Kan. Pdhl lbh nyaman kl pamerin ide2 &amp Gagasan. Ini malah nggosip recehan bgitu.	0
1041	USER USER USER USER Hahaha...bacot lu mau nenggelamkan, eh ntar malah congor lu dan pujaan lu yg tenggelam.	1
1042	USER USER Lagi sholat pun tetep dicari cari kesalahannya, dasar bagong pekok 😭	1
1043	Duuuh orang laki lu punya mata emg picek 😩	1
1044	USER congor lu bau busuk manusia paling memalukan produk reformasi apa lu gak malu sama jenggot lu tampang nyunah ternyata kelakuan zalim otak kosong pendukung jokowi zalim planga plongo ijazah palsu sebangsat bangsatnya bangsat masih lebih bangsat lu mbok punya malu dikit	1
1045	USER emang isine wong mendo semua, br 2eps uda bikin......	0
1046	ADA ORANG GILA YANG MEMPERTANYAKAN KEMENANGAN JISOO? ELU DARI GOA MANA HAH GUA TANYA!! BOCAH GENDENG	1
1047	kok niat banget si wkwk. pas itu bikin akun baru buat kepoin cb trend kenapa, skr bikin akun baru buat hate b, bocah gendeng kocak lu.	1
1048	gak sih gw MARAH ke bela jancok peta ny kagak ad apa negara indonesia padahal peta indonesia paling keliatan sih menurut gw krn gede bgt trs mirip sm rambo	0
1049	yah asu gotransit error, kaga bisa tap out gw	0
1050	USER USER USER Karena si Luhut yg sok kuasa  .. Dasar TUA PEKOK gak GUNA, MUSIBAH bagi negeri ini	1
1051	Suka kasian &amp iri ngeliat cowo kontol gede yang ketipu sama akun cewe padahal yg pegang itu cowo, mana disuruh mejuhin pake foto selebgram lagi eww. Giliran aku cewe asli susah bgt dpt kontol gede yg mau mejuhin 🫠 #SANGE_AAAAAAAAA #PejuhinChallenge #pejuhinfoto #kontolinfoto	0
1052	aku ya ada acara, gk awakmu tok taek	0
1053	USER Lu kira indo cuma pulau Jawa dan Jakarta doang gitu huh manusia nggak punya otak,lu pikir banyak pulau dan kota diluar Jawa yang bahkan infrastruktur aja kurang memadai dasar buzzerRp Jokowi pekok	1
1054	USER Terserah org mau buka sampai jam berapa,org cari uang kok dilarang dasar gila. Lagian kalau saya males belanja di minimarket2 apapun itu namanya..mending warung tetangga/Madura..kalau mau gila jgn aja org,kamu aja yg gila pekok	1
1055	USER Gemblung bukannya makanan yg ketan dibuletin terus yg luarnya dikasih caramel?	0
1056	USER cok nya kayak nyebut coki, bukan jancok	0
1057	Selamat Evening Indonesia ku😘😘😘, ini vitamin item ini gue perlukan bersamaan dengan famotidine and ashwaganda disaat gerd gendeng gue kamboh😡, adakah yg bisa tebak si item ini?, $75 👉 udah pernah siyy gue komen di posting seseorang, kutunggu yaa gaes.., xie xie nin💪🕺🎼 https://t.co/5Z21WPLCba	0
1058	USER 1 kata untuk mahluk astral ini?? GENDENG	1
1059	logikamu ga maen anjrot iki lek dadi mahasiswa e dosenku opo ga di kepruki ndasmu	1
1060	Jancok anak kantor ada yang ngetik taxi jadi taxy, is this a nichijou reference https://t.co/ejreL2QHet	0
1061	ANJINGGGG BAPER BANGET PEKOK DASAR KAPAL BUMN	1
1062	USER Padahal katanya yg mulia USER harusnya ada dokumentasi pemeriksaan.   Ini kok gak ada.  Yg bener yg mana ? Kerja sesuai SOP aja pada gak bisa, dasar TOLOL USER  Emang goblok dan dzalim semua yah becuk jancuk.  Udeh pada kagak takut sama neraka. https://t.co/qbZLGSqS5I	1
1063	jancok ngecas dari jam 4 ternyata ga kecas gblk	0
1064	USER udah gw duga LU WOTA GENDENG	1
1065	USER USER Wahhh… asu banget mereka. Makanya aku bingung kan vote nya svt ama plave loh kok pada vote zero? Ternyata emang mereka aja yg manfaatin plli. Jahat asli. Tau gitu gk usah ada colab” segala. Urus idol masing”	1
1066	USER USER USER Tinggal Laporan saja FX Rudi ke Polisi saja kalau merasa Pak Lurah Mukidi dan Ibu Suri merasa di fitnah. Malah BuzzerRp Partai Mawar dan CELENG2 pada ngamuk, nuding2 USER . Kita buktikan Kebusukan SONTOLOYO itu fakta atau tidak? Gitu aja kok repot?	1
1067	sederhana tp aku MARAH BGT silit benci bgt komen2 auto gini tuh DTG DARI MANA SIIIIII benciiiiiiiii aku gapernah ga sebenci sm sesuatu suasuuuuu 🤬😡🤬😡 https://t.co/pkthdz1e71	1
1068	USER ga tau dicedeki cowok a mbak? kok nggilani wong dompet ketinggalan lak wajar, langsung diganti padahal kok bingung ae jancok nggilani pol. gawe mas e lek moco iki tinggalen ae sek akeh wong wedok sehat.	1
1069	udh disuruh ngurusin proposalny yg muepet bgt ikuu sampe ak keplayon” ng restu be kudanan dan kon gatau diri bgt jncokk matamu ikuu, salae magang brg mlh ngrepoti sg nd kampus. asline gpp ngrepoti pokoe tau diri ae ga kyk kon su asu👹	1
1070	Mnet jancok gw bangun pagi sebelum mandi sempat²in nge-vote treasure ya ajg malah gak masuk su	1
1071	USER ☝ Sg penting Ora asu karo babi dan celeng	0
1072	Masih banyak lho hal-hal yang jauuuhh lebih menarik untuk ditanyakan, kenapa malah justru pertanyaan ndlogok kayak gitu yang dipakai.	1
1073	USER Jujur gua enek bgt liat komenanan begini ngatur pk kerudungnya tuh gini bajunya itu blabla segala macam knpsi u kaya tai komen  mulu wong yg dia yg make aja nyaman ngapa u sibuk ngomentarin jancok anjing emosi gua dasar manusia sipaling🖕🖕🖕	1
1074	Indonesia menuju dinasti politik 2024. Isina yang nyalon, suami istri bapak ibu putera puteri cucu cicit cocot codot cok jancok.	1
1075	USER Misi terselubung orang jawa. Membuat jancok go internasional.	0
1076	USER USER USER Ayo penjilat2 USER USER kalo menuduh orang lain fitnah, harus bisa buktikan dong, masa kerja modal congor doang..	1
1077	🧠: wedus yang sangat kambing yang sangat domba	0
1078	1. ekonomi alhamdulilah lancar dan pengawasan lumayan enak 2. pkwu alhamdulilah lancar bgt dan pengawasan enak bgttt 3. fisika susah bgt anj itu soal apan jancok dan pengawasan lumayan enak YA WALAUPUN PENGAWAS ENAK KALO GA BISA JAWAB SAMA AJA BOONG keluh kesah hari ini, tengs	0
1079	kreak pekok asu, wes reti 1 arah jek aku sg disalahke. Dasar mindset kabupatenn!! BLOG	1
1080	btw itu akun ga ada naikin ht jancok bisa bisanya ngetik kek tadi apa maksud??? trus misal ngandelin lu pada yg ada anyep nih project dasar manusia berat sebelah tapi ga sadar diri	1
1081	USER KESEL BANGET ANJ SAMA SI RETHA ASUUUUUUUUUU!!, MINIMAL TAU DIRI LAH ANJING, JANGAN APA APA YANG LO MAU AMBIL, SPEECHLESS GUWE KESEL BNGT JANCOK https://t.co/EBMLYa85Ot	1
1082	USER tau banget lo asu lemes banget congor lu ama orang tua	1
1083	Pengakuan tentara Hamas Kadrun Pekok negara orang yg perang mereka yg rusuh... dinegara sendiri https://t.co/se28BFeS0I	1
1084	Koyok tukang parkir nde benang raja, aku tau pas kate moleh tukang parkir e ngomong nang tukang bakso sedino iki sepi, mek entuk 200 rb" Batinku : jancok koen pak"	1
1085	klarifikasi hanya penenang, pil kirik ta pean???	1
1086	iki kisah sekitar taun 2010-an, jaman2 awakdewe sering muter killing me inside ta cover saosin pas ngeband. kebetulan yayan iku satu-satune konco ben-benan seng jomblo. tapi deke dapet momen gila seng jancok lah bikin kesengsem dewe.	0
1087	x taek ga ada pemberitahuan notif masuk	1
1088	USER USER Gundulmu tidak ada ente kudet apa slama ini tinggal di goa? Kritik santai aja dikit2 di laporin Kalah ama kemasan minuman, kritik saran aja mereka perlu agar bisa bikin produk lebih baik Payahhh ah ente	1
1089	USER Klo masih sontoloyo penanganannya lelet gak mustahil jadi ambon jilid 2	0
1090	USER Andai kami tidak bnyak hutang, dek Jude pasti berlabuh di blaugrana. Madrit gk mau tuker sama de Jong + Asu Fati gitu?	0
1091	eh sumpah bapak-bapak antar jemput di kantor gue nih ada yang KEK TAI. di mobil ngomongin cewek mulu, vidcall sama selingkuhannya, bangga pula. kek anjing banget tai, padahal punya anak cewek. apa gak takut gitu anak ceweknya diselingkuhin sama pasangan mereka? gendeng cok.	1
1092	USER TAPI INI GA NORMAL dikit dikit wedus dikit dikit mariyadi (gue yg ga normal)	0
1093	Gak ada kah materi lain wahai kontol busuk? Setaik itu kah otakmu? Sebangke itu kah hatimu? Kau dan babi itu beda tipis. Jorok &amp bauk. Babi msh lbh baik, harganya lbh mahal. Eh USER kau happy dengan kelakuan begini?	1
1094	USER wedus yang sangat kambing yang sangat domba 🐑🐑🐑🐑	0
1095	semoga alergi gua cepet sembuh perih banget jancok	0
1096	USER USER berarti pas ngising metu utek e	1
1097	USER Sendernya goblok anjing, gw pukul pala lu sini goblok. Mudahan doa drivernya di kabulin. Ikhlas matamu picek"	1
1098	USER USER USER Dasar aqun buserp cebong dungu tolol pekok	1
1099	Kontol lah cowo-cowo jaman sekarang pada kenapa sih, pada mikir normal dikit apa gabisa? Isi otak lu eksploitasi tubuh cewe mulu memek, even itu istri lu sendiri tp gua yakin dia sakit hati.	1
1100	USER USER USER Masih bagus aku bilang dia berhala para kadrun. Dulu si wowo and the gank bilang dia PKI dan Planga Plongo Berarti mata si wowo picek juga yaa, atau dia juga dongok...? 😆😆	1
1101	USER USER ISTRINYA CANTIK BANGET GITU KOK BISA SELINGKUH SAMA PULU PULU?! MATA LAKINYA PICEK KAH? ATAU BUTA? GOBLOKNYA BUSET EMOSI SENDIRI GUE ANJING!!!!!	1
1102	USER Anjir wkwkwkw, dasar becuk jancuk otak udang	1
1103	sang penjelajah kota dari tanah tajem, wedus e didol sisan 🫵🏽 https://t.co/MMH16FFgZL	0
1104	Jancok ni orang makin kelihatan gobloknya. Sepong terus tu si wowo dasar kau anjing babi.	1
1105	MENT MONYET KUOTA KU SERING ABIS BUAT VOTE HARUS DOWNLOAD APLIKASI TERUS VIDEONYAAA LAMA JANCOK HASILNYA MALAH GINI MONYETTTTTTT	1
1106	bolehkah rakyat berkata "Dasar Goblok" kepada para pemimpin di negeri ini?... jangan suruh rakyat kasih solusi!! udah digaji ya kerja dan mikir buat rakyat bukan rakyat yg suruh mikir!! HP bm sindikatnya dari atas sampe bawah, artis sampe pejabat, jancuk!	1
1107	ish jancok malu² in bgt anjinggg fakyu dasar lemes🙄🙄🙄	1
1108	USER Dasar pekok yang sok waras.	1
1109	USER USER Woy goblok elo Bilang 10 jt dasar Pekok...BPJS itu sama dari uang Rakyat bukan dari Pemerintah Goblok Kau Bayar Yuran pertiga bulan ke kantor BPJS Demikian juga Karyawan swata dipotong utk bayar yuran BPJS . Golongsn BPJS kls.3 yg Gratis itu Subsidi Silang dari yuran rakyat.	1
1110	USER USER yg bawa sabu di sumpelin silit kalian diam yg bawa sabu sampe berton ton kalian diam giliran orang bawa piala dri luar kalian minta duit asu asu	1
1111	USER mending gk lolos sumpah ak gk glm begadang delik liga maljum jancok	0
1112	USER USER Eh bentar, kamu tu asu og ya, bukan celeng.. Sorry..	1
1113	jujur.. 2023 tahun tertai gue alias gila banget idup gue tahun ini tuh, gue kalo bisa mati mah mati skrg jancok	0
1114	USER USER Kowe wong kampung tau apa...rasis pula..penjajah itu Belanda &amp; Portugis...dasar pekok.	1
1115	USER itu kok silit di perut	0
1116	USER USER USER USER Bab1 z1onjs, Pemerintah Malaysia tegas sm Israel dasar jancuk kau sdh masuk radar, pas diserok kt pastikan berak kau	1
1117	USER Kalah ngaku menang emang ada hati nyraninya...?  Dasar badrun pekok... 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣	1
1118	Semangat ngegendong ya tulang rusuk kelompok, kalo muak teriak asu aja gapapa	0
1119	wifi yang sangat silit, yang sangat asu, yang sangat tai	1
1120	USER USER Jancok ak bru baca ini kok ngakak	0
1121	USER Han🥲. Masih aja ya, ji takut ma mas Han walaupun udah damai. Ngakak anak sendiri dikatain gendeng 🤣🤣	0
1122	USER panngke emang bangke banget, untung gw udah blokir dari lama jadi ga bikin mata gw picek grgr postingannya	0
1123	Jancok konnnnn isok e kon ngubah jenengku, onok 230an di link iki, dan kon seenak jidat e malah ngubah jadi jenengmu? Asu bangsattt https://t.co/lAES4Bvcy3	1
1124	USER Lha lu ngomong ama ngising nggak ada bedanya	1
1125	siomay, silit orang mambu yakult	0
1126	emang gendeng temen lu itu	1
1127	Cok jancok ngapain aku baca jam segini 😭😭😭😭😭😭😭😭😭😭😭😭😭😭	0
1128	USER USER gendeng see.. CEO kenek tp dana nasabah e ke backup full	0
1129	USER Dasar scorpio jancuk! Itu ceritanya gue udah kzl banget sama elu tapi tetep aje dianggap hal yang lucu 😑😤😭	1
1130	cok sumpah anjg skill opo iki heeee wes brp acc tk temuuuuu woy cok asu	1
1131	USER Udah ngapain aja? Kok kayak wong gendeng jadinya	0
1132	USER Kebenaran menurut pandangan matamu yg picek, yuhuiiii...	1
1133	SUMPAH GWE JD IKUTAN EMOSI YA ANJENGGGFGGF DASAR PELAKOR GA PUNYA MALU COK JANCOK MATI AJA LU????????	1
1134	USER USER Hahaha..kades sontoloyo...kalo benar ada...,lah wong dia aja dipilih masyarakat...lengserkan saja kades begitu(gebuk) tapi bukan versi pak lurah loh ya gebuk nya.	1
1135	USER Siapa yang mau percaya cangkeme Fahri? Hahaha 😂🤣 https://t.co/1JYDqFUuiS	1
1136	USER Masih mau pdip? Masih dukung sijoko yg 10th seperti,mak banteng aja muak,,pdhl barisan kebo congor putih adalah partai terkorup	1
1137	USER Ini kl sampe menang berarti gendeng nih Jurinya. Orangnya aja gak sosmed bgt	1
1138	USER Jancok anjg, selingkuh mah selingkuh aja gausah cari pembelaan. Dasar lelaki murahan, rendahan lo. Kalau ga nyaman diperbaiki bangsat, ngomong, bkn cari yg lain. Tolol bgt ANJINGGGG GUA EMOSI	1
1139	USER USER USER Ohhh jadi klo kampanye pilih lah gibran gemblung gitu.. keren yakk	1
1140	jancok batu gateli, dari tadi gw kesandunh mulu shibal	0
1141	really, why do men always converse like this?  “boleh ga(….)?” “maaf gabisa(…)” “jancuk sombong kayak paling cantik aja”  “mau ga jd pacar aku” “maaf aku tolak soalnya(…)” “dasar cewek jual mahal emang ada cowo lain yg mau sm lo?”  like…why? take it like a man will you?	0
1142	USER USER USER Gue jamin CONGOR USER BISU SEUMUR HIDUP soal gini... cuma kelas tukang jamu jualan radikal-radikul TAI MONYET kan loe USER ??	1
1143	orang yg nyrobot antrian adalah orang paling JANCOK!! nirempati banget lu muda anak sekolahan juga FAGHH. MAIN SROBOT AJA DASAR LAMPIR 😠🫵🏻	1
1144	USER perkebunan pisang ini sukanya bikin orang jantungan asu	0
1145	USER pedo njir ewh najis lu jancok	1
1146	USER Hmm matamu ada bedilnya mungkin jadi takut🫣😭😭🤣	0
1147	lintang gendeng belum turu dari semalem	0
1148	USER Kontol lu aja ilang bro, saking gede tuh bh...	0
1149	aduh maaf bngt gua tiba2 keinget rakha abis ngeliat parfum. soalnya parfum dia khas bngt jancok	0
1150	jancuk love bombinggggggggggggg yaAllah all men do is lie dasar lelaki jahat	1
1151	USER one n only seto jelas, big no stephen sahala dan asdos pgj lainnya yang pekok	0
1152	USER Masih minat kok.... Cuma emang entah kenapa minat bacaku rodo mudun gegara wes duwe smartphone..... Aku jaman gak duwe hape lebih pinter.... Hapene tok smart, wong e rodo mendo gegara kurang baca buku.... 😅😅😅😅 *malah curhat	0
1153	USER si kakek pekok Biden sudah buta jadi ga ngeliat peristiwa ini	1
1154	apasih kontol lu bisa baca apa kagak	1
1155	USER Taek udah nempel banget emang ke dirinyaaa🥺	0
1156	kesel bukan ke bayik. tapi kesel sama orang2 sekitar. apalagi kalau ada tamu yang gak tau diri. pengen bgt gue cocol ulekan tuh congor nya.	1
1157	Uji kalo mau bilang asu gapapa bilang aja skrg	0
1158	USER dasar lambemu lambe lonte duk..itu  twittmu dulu thn 21..dan setelah jkw tidak sejalan dg otakmu,kamu tiap hari berbalik menyerang jokowi..	1
1159	USER definisi macak gendeng yang sebenarnya	0
1160	USER Hakal hasan baras pekok menang pilpres urusannya bukan siapa paling banyak suara dasar pekok !!	1
1161	gua ampe cape ngetawain diri sendiri aowkaowk gblg bgt gemblung	0
1162	USER USER USER Kpu punya dana segitu gedenya bikin aplikasi kok gak canggih2 padahal negara ini punya stok rakyat yg mumpuni utk itu. Dasar pekok aja jd kpu. Dari pemilu ke pemilu gitu aja terus 😡	1
1163	USER USER Hidup tuh santai aja, yg ada kok tegang2 sih? Ngeteh sambil ngerokok, besok nyoblos 02 gitu lho, dasar pekok 😀😀😀	1
1164	USER Yolloh wong iki cocot e yo kadang ra ketoto 😭	1
1165	kamu mah enak banyak warisannya" heh amandel unto tuwek, penak raimu rak mikir tanggungan M Man cok jancok."	1
1166	USER USER Kompas lo bilang hoax jg? mata lo picek apa utek lo yg butek, Kus? omongan lo emg kek yg dibilang semut ini. 😤 https://t.co/rjLwd2dxT7	1
1167	Jangan ajari aku sabar.. AKU MANGAN PITIK GORENG SAK JEMBUT BGST... sumpah dzolim banget iku sambal hejo	0
1168	LOL ASU YANG MENANG SANA WKWKWKWK PUNCAK KOMEDI HARI INI	1
1169	USER Kapan kalian bisa mengakui kekalahan ? Picik sekali cara berpikir kalian. Kelihatan jelas bahwa kalian ini gerombolan sakit hati yang tidak pernah taat hukum. Kecuali menguntungkan kalian. Dasar pekok.	1
1170	Berasa ga punya privasi, apa2 selalu dianggap hal biasa dan wajar. Gendeng ancen!!	1
1171	USER kit agak pernah tau. menurutmu gendeng gak ono wong tuwo ngeplaki anak e ket umur 3 taun? diilok"no karuan gausah dilahirno. opo gak ajur mental e."	0
1172	Giliran udh nyaman sma kantor yg sekarang eh malah ada tawaran kerja dari perusahaan yg udh dari lama ku idam2 kan, kan jancok	0
1173	USER USER Si gemoy kerja?? Org jawab pertanyaan soal kail &amp ikan aja ga bisa bruakakakk..😂😂🤣 ,, liat aja pas DEBAT CAPRES nanti betapa ga nyambungnya capres gemblung itu, Org ga kompeten ky gitu kok dinjunjung jd capres bwahaha guwwoobluook 🤣	1
1174	USER USER USER Wong goblok kaya kiyeeee son ... wong papa MK diacak2 kok diem bae ... ehhh ngemeng bicara uu perempasan aset ... apa ora gemblung 😃😃😃	1
1175	USER dasar buzer pekok ,penjilat dan cukong cina komunis, blas nggak bermutu bacot kamu	1
1176	Halah capek asu nyari rumah lagi GW MAU BANGUN SENDIRI LAH	0
1177	tpi yaopo, suepi eh uripku saiki rasane😭😭🤏 salah gaole dolen sampe 40 dino opo ga gendeng aku ga melihat indahnya alam endonesa😭	0
1178	quotes quotes kontol ini bisa berenti ga lewat fyp gua	1
1179	gendeng tapi ngganteng 😫 https://t.co/vFbopV0FKg	0
1180	USER yg komen isinya silit lebar semua	1
1181	wong saiki utek karo cangkeme nak kepalan tangan koyoke	1
1182	USER USER Panitia ne jelass mangan duit iki,.. titipann pejabat sek menang kui fix,... Masalahnya bukan di mekanisme protes nya, tapi matane panitia sek,.. nyunsewu picek	1
1183	USER Lomba jelas siapa yg finis berurutan, masa matane panitia rabun kabeh...	1
1184	Jujur si ajg gua udh percaya soalnya dia orang ada terus minjem cuman 300 dijanjiin besok besok ampe sebulan lebih, 2x telat bayar wifi gara gara ini orang doang ampe harus nyari job sana sini. Emang ril anak kontol https://t.co/xM79ghLiQZ	1
1185	USER dasar sinting rezim jancok !!! moga segera kalian dimampuskan	1
1186	jancok lah jangan pada pob gumush2 gw gabisa milih njerrr😭	0
1187	stressss bangsat😭😭😭 ketika hobi udah di jadikan bahan cuan ya gini jadinya jancok	0
1188	aku kecewa banget kamu gak jadi ts wedus 😿	0
1189	USER USER USER EH JANCOK, ISLAM SELURUH ASPEK KEHIDUPANNYA BAWA TUHAN GOBLOK, KALO BUKAN ISLAM GAUSAH BACOT DASAR TOLOL ASLI TOLOLNYA BUKAN LABEL	1
1190	pernah. Bagiku mereka ga lebih dari pecundang. WANI SILIT WEDI RAI. Maklum mungkin mereka kelas bawah sampah 👎👎 iri, ga level, ga mampu bilang bos	1
1191	Belakangan kalo nulis merasa lebih syahdu di tj (?). Coba cuti terus naik tj ujung-ujung kalik ya. Ide gemblung	0
1192	aku rt soalnya ada hashtag hc disitu. menghadeh bocah gendeng	1
1193	USER Bangsat.... Wes di edit 🥲 Padahal asline njedul kirik cilik 🤣🤣🤣	0
1194	gendeng spes 2 jam lebih sp lg klo bkn kita USER hehe	0
1195	USER Lah emangnya kenapa? Boy William pernah meliput rumahnya, Deddy Corbuzier dan youtuber lainnya juga pernah berhubungan dengan dia. Dasar pekok!!!!	1
1196	Bajingan ya lo semua, gue do'ain negara lo miskin lagi. OTAK LO SEMUA PADA KEMANA COKKK. DASAR NEGARA GA TAU DIRI KONTOL🖕🖕🖕 KLO BUTUH APA-APA LARINYA KE BTS, KLO ADA MASALAH LO SEMUA PADA NYALAHIN MEREKA JANCOK	1
1197	USER GW SEBEL ABANG 🙂🙂 MANTAN GW MALAH NANGGEPIN PULA 🙂🙂🙂 BENERAN TAEK (please jangan dikasih dare)	0
1198	USER USER Nah dia sadar ga tuh posisinya saat dimarahin? Ga puas kalo marahin korban laka yg mabuk 😂 krn mereka 1/2 sadar. Kalo korban laka yg saya ceritakan ga mabuk, gendeng aja tuh bocah. Kejadiannya pas natal pula.	1
1199	USER guoblokkkk cok jancokk asli mendo ra ketulungan,pikiranmu karo nuranimu nol cokk,aparat hanyalah gelarmu, selebihnya ga adoh teko wong sing kurang pendidikan	1
1200	orang pada jahat jahat banget asu :(	0
1201	USER dulu gue sampe ngiranya beneran ada member gb yg garuk silit 😭☝️	0
1202	Nah terus pas banget ada bus patas jember baru keluar dr jalur peronnya mau brgkt, lgsg aja kutunjuk bis e trs blg mripatmu picek ta pak? Opo buta aksara? Kui lo patas jember meh budal" lalu ak lanjut jalan ke busnya wkwk trs ntah mreka misuh misuh apa aku macak gendeng ae"	0
1203	kakean mikir penebusan sampe lali ndeleh kunci motor cok bajingan	0
1204	gue ga pengen ngekos 2 tempat anjer, tapi udah gue bayar tuh kos ke-2, dasar si pinter plin-plan! jancok lah cokkk! kesel banget deh sama diri sendiri!	0
